"","Status","Exposure.Location","Street","Suburb","Date","Arrival.Time","Departure.Time","Contact","lat","lon","doubles","moved","colsN","conDate","locName","datNum","weekname","contactcount"
"203",NA,"Kingsley's Chicken Westfield Woden","Westfield Woden, Keltie Street","Phillip","27/08/2021 - Friday","2:15pm","3:00pm","Monitor",-35.3461343,149.0849866,NA,FALSE,"blue",2021-08-27,"Phillip",27,35,33
"204",NA,"Light Rail Route R1 Transport Canberra Code LRV002","Dickson Interchange to Alinga Street","Public Transport","27/08/2021 - Friday","4:23pm","4:31pm","Casual",-35.250558,149.133714,NA,FALSE,"yellow",2021-08-27,"Public Transport",27,35,16
"205",NA,"Liquorland Woden","Westfield Woden, Keltie Street","Phillip","27/08/2021 - Friday","4:40pm","5:30pm","Monitor",-35.3463199,149.0860076,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"blue",2021-08-27,"Phillip",27,35,33
"206",NA,"McDonalds Erindale","Corner Ricardo Street and McBryde Crescent","Wanniassa","27/08/2021 - Friday","5:40pm","6:20pm","Casual",-35.4053191,149.0979523,NA,FALSE,"yellow",2021-08-27,"Wanniassa",27,35,10
"207",NA,"Metro Petroleum Mitchell","Lysaght Street","Mitchell","27/08/2021 - Friday","10:00am","10:50am","Monitor",-35.2154233,149.1424608,NA,FALSE,"blue",2021-08-27,"Mitchell",27,35,4
"208",NA,"Nandos Canberra Centre","Shop FG1, Canberra Centre, 125 Bunda Street","Canberra City","27/08/2021 - Friday","12:00pm","1:00pm","Casual",-35.2779316,149.1329806,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"yellow",2021-08-27,"Canberra City",27,35,21
"209",NA,"Officeworks Belconnen","5 Cohen Street","Belconnen","27/08/2021 - Friday","10:25am","11:45am","Casual",-35.2398229,149.0588908,NA,FALSE,"yellow",2021-08-27,"Belconnen",27,35,21
"210",NA,"Oporto Phillip","82 Parramatta Street","Phillip","27/08/2021 - Friday","8:20pm","9:00pm","Monitor",-35.35521,149.0903394,NA,FALSE,"blue",2021-08-27,"Phillip",27,35,33
"211",NA,"Priceline Pharmacy Woden","Shop G98, Westfield Woden","Phillip","27/08/2021 - Friday","8:50am","6:00pm","Close",-35.3461804,149.0846637,NA,FALSE,"red",2021-08-27,"Phillip",27,35,33
"212",NA,"SupaBarn Express Watson","5 Watson Place","Watson","27/08/2021 - Friday","9:40am","11:00am","Casual",-35.2388939,149.1535201,NA,FALSE,"yellow",2021-08-27,"Watson",27,35,4
"213",NA,"TSG Chisholm","Shop 1B, Chisholm Village Shopping Centre, 42 Halley Street","Chisholm","27/08/2021 - Friday","1:20pm","2:00pm","Casual",-35.4140008,149.1281707,NA,FALSE,"yellow",2021-08-27,"Chisholm",27,35,13
"214",NA,"Watson Pharmacy and Australia Post","1 Watson Place","Watson","27/08/2021 - Friday","11:50am","12:40pm","Monitor",-35.2390405,149.1532445,NA,FALSE,"blue",2021-08-27,"Watson",27,35,4
"215",NA,"Westfield Woden","Westfield Woden, Keltie Street","Phillip","27/08/2021 - Friday","7:45am","5:00pm","Monitor",-35.3463199,149.0859826,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"blue",2021-08-27,"Phillip",27,35,33
"216",NA,"Woolworths Metro Hawker","Springvale Drive","Hawker","27/08/2021 - Friday","11:45am","12:40pm","Casual",-35.2433647,149.0441492,NA,FALSE,"yellow",2021-08-27,"Hawker",27,35,4
"217",NA,"Woolworths Weston Creek","Corner Brierly Street and Mahony Court","Weston","27/08/2021 - Friday","4:40pm","5:20pm","Monitor",-35.340765,149.052656,NA,FALSE,"blue",2021-08-27,"Weston",27,35,16
"218",NA,"Woolworths Woden","Westfield Woden, Keltie Street","Phillip","27/08/2021 - Friday","7:50am","8:30am","Casual",-35.3463199,149.0861326,NA,FALSE,"yellow",2021-08-27,"Phillip",27,35,33
"219","New","Hawker Discount Drug Store","72-74 Hawker Place","Hawker","27/08/2021 - Friday","11:40am","12:20pm","Monitor",-35.2431655,149.043745,NA,FALSE,"blue",2021-08-27,"Hawker",27,35,4
"220","New","ALDI Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","26/08/2021 - Thursday","9:00am","10:00am","Casual",-35.2802271,149.1332559,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"yellow",2021-08-26,"Canberra City",26,34,21
"221",NA,"Argyle Housing - Ainslie Village","23 Quick Street","Campbell","26/08/2021 - Thursday","12:00am","11:59pm","Close",-35.2749161,149.1490014,NA,FALSE,"red",2021-08-26,"Campbell",26,34,8
"222",NA,"Argyle Housing - Ainslie Village (Winter Lodge)","23 Quick Street","Campbell","26/08/2021 - Thursday","12:00am","12:00pm","Close",-35.2749161,149.1489514,NA,FALSE,"red",2021-08-26,"Campbell",26,34,8
"223",NA,"Bidfood Canberra","16 Mildura Street","Fyshwick","26/08/2021 - Thursday","5:30am","12:30pm","Casual",-35.3226824,149.1527852,NA,FALSE,"yellow",2021-08-26,"Fyshwick",26,34,19
"224",NA,"Bus Route 22 Transport Canberra Code BUS491","Gungahlin Place to Throsby","Public Transport","26/08/2021 - Thursday","2:50pm","2:56pm","Casual",-35.185639,149.135481,NA,FALSE,"yellow",2021-08-26,"Public Transport",26,34,16
"225",NA,"BWS Mawson","Mawson Place","Mawson","26/08/2021 - Thursday","6:35pm","7:30pm","Monitor",-35.3661405,149.0944118,NA,FALSE,"blue",2021-08-26,"Mawson",26,34,10
"226",NA,"BWS Weston Creek","Corner Brierly Steret and Mahoney Crescent","Weston","26/08/2021 - Thursday","7:00pm","7:30pm","Monitor",-35.3407803,149.052656,NA,FALSE,"blue",2021-08-26,"Weston",26,34,16
"227",NA,"Cellarbrations Belconnen","Luxton Street and Josephson Street","Belconnen","26/08/2021 - Thursday","10:40pm","11:00pm","Monitor",-35.2363189,149.0594735,NA,FALSE,"blue",2021-08-26,"Belconnen",26,34,21
"228",NA,"Cellarbrations Gungahlin","24-30 Ernest Cavanagh Street","Gungahlin","26/08/2021 - Thursday","8:00pm","8:45pm","Monitor",-35.1840542,149.1311825,NA,FALSE,"blue",2021-08-26,"Gungahlin",26,34,19
"229",NA,"Coffee Guru Lanyon","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","3:10pm","3:50pm","Monitor",-35.4572114,149.0924379,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"230",NA,"Coles Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","26/08/2021 - Thursday","11:50am","12:30pm","Casual",-35.2802271,149.1332559,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"yellow",2021-08-26,"Canberra City",26,34,21
"231",NA,"Domino's Pizza Mawson","9/93 Mawson Place","Mawson","26/08/2021 - Thursday","1:30pm","2:00pm","Casual",-35.3649944,149.094,NA,FALSE,"yellow",2021-08-26,"Mawson",26,34,10
"232",NA,"Espresso Room Westfield Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","2:00pm","2:45pm","Monitor",-35.3461117,149.0865575,NA,FALSE,"blue",2021-08-26,"Phillip",26,34,33
"233",NA,"Garema Place Surgery","Level 1, Florina Building, Garema Place","Canberra City","26/08/2021 - Thursday","11:00am","12:20pm","Casual",-35.2785694,149.1320639,NA,FALSE,"yellow",2021-08-26,"Canberra City",26,34,21
"234",NA,"Goodberry's Erindale","2/20 Gartside Street","Wanniassa","26/08/2021 - Thursday","2:20pm","3:00pm","Monitor",-35.4058291,149.0994548,NA,FALSE,"blue",2021-08-26,"Wanniassa",26,34,10
"235",NA,"GP Respiratory Clinic","5 Baratta Street","Crace","26/08/2021 - Thursday","1:50pm","2:50pm","Casual",-35.1993963,149.1024268,NA,FALSE,"yellow",2021-08-26,"Crace",26,34,1
"236",NA,"IGA X-press Palmerston","2/16A Kosciuszko Avenue","Palmerston","26/08/2021 - Thursday","4:10pm","5:00pm","Monitor",-35.1973821,149.1182786,NA,FALSE,"blue",2021-08-26,"Palmerston",26,34,3
"237",NA,"JAGA Swanson Court","Level 1, 11-17 Swanson Court","Belconnen","26/08/2021 - Thursday","4:00pm","6:00pm","Casual",-35.2390642,149.0689032,NA,FALSE,"yellow",2021-08-26,"Belconnen",26,34,21
"238",NA,"Kingsley's Chicken Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","3:40pm","4:30pm","Monitor",-35.457682,149.0924997,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"239",NA,"Kingsley's Chicken Westfield Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","2:00pm","2:40pm","Monitor",-35.3461343,149.0850366,NA,FALSE,"blue",2021-08-26,"Phillip",26,34,33
"240",NA,"Lanyon Newsagency & Gift Shop","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","3:40pm","4:30pm","Monitor",-35.4576067,149.0924916,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"241",NA,"Lanyon Newsagency & Gift Shop","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","5:00pm","6:00pm","Monitor",-35.4576067,149.0925416,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"242",NA,"Light Rail Route R1 Transport Canberra Code LRV009","Gungahlin to Manning Clark North","Public Transport","26/08/2021 - Thursday","5:01pm","5:03pm","Casual",-35.2809368,149.1299842,NA,FALSE,"yellow",2021-08-26,"Public Transport",26,34,16
"243",NA,"Officeworks Braddon","30 Mort Street","Braddon","26/08/2021 - Thursday","2:50pm","4:00pm","Casual",-35.2742758,149.1314656,NA,FALSE,"yellow",2021-08-26,"Braddon",26,34,5
"244",NA,"On-Lake Cafe","Bowen Park, Bowen Drive","Barton","26/08/2021 - Thursday","12:55pm","1:45pm","Casual",-35.3080478,149.1399574,NA,FALSE,"yellow",2021-08-26,"Barton",26,34,1
"245",NA,"Priceline Pharmacy Woden","Shop G98, Westfield Woden","Phillip","26/08/2021 - Thursday","9:15am","6:00pm","Close",-35.3461804,149.0846137,NA,FALSE,"red",2021-08-26,"Phillip",26,34,33
"246",NA,"Saint Clare of Assisi Outside School Hours Care (OSHC)","Box Hill Avenue and Heidelberg Street","Conder","26/08/2021 - Thursday","4:00pm","4:30pm","Casual",-35.458748,149.0966339,NA,FALSE,"yellow",2021-08-26,"Conder",26,34,14
"247",NA,"Saint Clare of Assisi Outside School Hours Care (OSHC)","Box Hill Avenue and Heidelberg Street","Conder","26/08/2021 - Thursday","8:00am","8:30am","Casual",-35.458748,149.0966839,NA,FALSE,"yellow",2021-08-26,"Conder",26,34,14
"248",NA,"Saint Clare of Assisi Primary School","Box Hill Avenue and Heidelberg Street","Conder","26/08/2021 - Thursday","8:00am","3:30pm","Close",-35.458748,149.0967339,NA,FALSE,"red",2021-08-26,"Conder",26,34,14
"249",NA,"San Churro Woden","Westfield Woden, Keltie Street","Woden","26/08/2021 - Thursday","7:00pm","8:00pm","Monitor",-35.346255,149.0874013,NA,FALSE,"blue",2021-08-26,"Woden",26,34,2
"250",NA,"SupaBarn Express Watson","5 Watson Place","Watson","26/08/2021 - Thursday","9:30am","10:30am","Casual",-35.2388939,149.1535451,NA,FALSE,"yellow",2021-08-26,"Watson",26,34,4
"251",NA,"Sushi Island Lanyon","14/3 Sidney Nolan St","Conder","26/08/2021 - Thursday","3:50pm","4:30pm","Monitor",-35.457306,149.0924549,NA,FALSE,"blue",2021-08-26,"Conder",26,34,14
"252",NA,"The Bottle O-Mitchell","Brookes Street","Mitchell","26/08/2021 - Thursday","2:50pm","3:30pm","Monitor",-35.2177696,149.1406402,NA,FALSE,"blue",2021-08-26,"Mitchell",26,34,4
"253",NA,"The Meadows Original Frozen Custard","127/3 Clare Burton Crescent","Franklin","26/08/2021 - Thursday","4:50pm","5:30pm","Monitor",-35.1996245,149.1486234,NA,FALSE,"blue",2021-08-26,"Franklin",26,34,2
"254",NA,"The Pharmacy on Petrie","148 Bunda Street","Canberra City","26/08/2021 - Thursday","10:50am","11:30am","Monitor",-35.2788096,149.1335326,NA,FALSE,"blue",2021-08-26,"Canberra City",26,34,21
"255",NA,"Westfield Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","7:45am","5:00pm","Monitor",-35.3463199,149.0859076,NA,FALSE,"blue",2021-08-26,"Phillip",26,34,33
"256",NA,"Westpac Canberra Centre","148 Bunda Street","Canberra City","26/08/2021 - Thursday","10:30am","11:20am","Monitor",-35.2793606,149.1328989,NA,FALSE,"blue",2021-08-26,"Canberra City",26,34,21
"257",NA,"Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","26/08/2021 - Thursday","3:15pm","4:10pm","Casual",-35.457682,149.0924497,NA,FALSE,"yellow",2021-08-26,"Conder",26,34,14
"258",NA,"Woolworths Metro Hawker","Springvale Drive","Hawker","26/08/2021 - Thursday","7:10pm","8:00pm","Casual",-35.2433647,149.0440992,NA,FALSE,"yellow",2021-08-26,"Hawker",26,34,4
"259",NA,"Woolworths Weston Creek","Corner Brierly Street and Mahoney Crescent","Weston","26/08/2021 - Thursday","6:45pm","7:30pm","Monitor",-35.340765,149.052606,NA,FALSE,"blue",2021-08-26,"Weston",26,34,16
"260",NA,"Woolworths Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","1:20pm","2:10pm","Casual",-35.3463199,149.0859826,NA,FALSE,"yellow",2021-08-26,"Phillip",26,34,33
"261",NA,"Woolworths Woden","Westfield Woden, Keltie Street","Phillip","26/08/2021 - Thursday","7:45am","8:30am","Casual",-35.3463199,149.0859326,NA,FALSE,"yellow",2021-08-26,"Phillip",26,34,33
"262",NA,"ALDI Chisholm","36 Benham Street","Chisholm","25/08/2021 - Wednesday","11:45am","1:15pm","Casual",-35.4148128,149.1293436,NA,FALSE,"yellow",2021-08-25,"Chisholm",25,34,13
"263",NA,"Argyle Housing - Ainslie Village","23 Quick Street","Campbell","25/08/2021 - Wednesday","12:00am","11:59pm","Close",-35.2749161,149.1489264,NA,FALSE,"red",2021-08-25,"Campbell",25,34,8
"264",NA,"Argyle Housing - Ainslie Village (Winter Lodge)","23 Quick Street","Campbell","25/08/2021 - Wednesday","12:00am","11:59pm","Close",-35.2749161,149.1490264,NA,FALSE,"red",2021-08-25,"Campbell",25,34,8
"265",NA,"Australia Post Gungahlin","46 Hibberson Street","Gungahlin","25/08/2021 - Wednesday","3:00pm","3:45pm","Monitor",-35.1860759,149.136856,NA,FALSE,"blue",2021-08-25,"Gungahlin",25,34,19
"266",NA,"Best Friends Pets Fyshwick","1 Barrier Street","Fyshwick","25/08/2021 - Wednesday","5:15pm","6:00pm","Monitor",-35.3319261,149.1769325,NA,FALSE,"blue",2021-08-25,"Fyshwick",25,34,19
"267",NA,"Bidfood Canberra","16 Mildura Street","Fyshwick","25/08/2021 - Wednesday","5:30am","12:30pm","Casual",-35.3226824,149.1529102,NA,FALSE,"yellow",2021-08-25,"Fyshwick",25,34,19
"268",NA,"Calwell Shopping Centre","7 Webber Crescent","Calwell","25/08/2021 - Wednesday","9:25am","10:05am","Monitor",-35.434588,149.114126,NA,FALSE,"blue",2021-08-25,"Calwell",25,34,3
"269",NA,"Cellarbrations Gungahlin","24-30 Ernest Cavanagh Street","Gungahlin","25/08/2021 - Wednesday","8:30pm","9:20pm","Monitor",-35.1840542,149.1312325,NA,FALSE,"blue",2021-08-25,"Gungahlin",25,34,19
"270",NA,"Clay.","2 David Street","Turner","25/08/2021 - Wednesday","10:20am","11:30am","Monitor",-35.2607149,149.1310991,NA,FALSE,"blue",2021-08-25,"Turner",25,34,1
"271",NA,"Coles Chisholm","42 Halley Street","Chisholm","25/08/2021 - Wednesday","12:30pm","1:45pm","Casual",-35.4141067,149.1282919,NA,FALSE,"yellow",2021-08-25,"Chisholm",25,34,13
"272",NA,"Coles Chisholm","42 Halley Street","Chisholm","25/08/2021 - Wednesday","5:20am","5:30pm","Casual",-35.4141067,149.1283169,NA,FALSE,"yellow",2021-08-25,"Chisholm",25,34,13
"273",NA,"Coles Jamison","Jamison Plaza, Bowman Street","Macquarie","25/08/2021 - Wednesday","10:55am","11:35am","Monitor",-35.2528076,149.0713598,NA,FALSE,"blue",2021-08-25,"Macquarie",25,34,5
"274",NA,"Costco Canberra","39-41 Mustang Avenue","Majura Park","25/08/2021 - Wednesday","4:00pm","5:40pm","Casual",-35.2972375,149.1905589,NA,FALSE,"yellow",2021-08-25,"Majura Park",25,34,3
"275",NA,"Costco Canberra","39-41 Mustang Avenue","Majura Park","25/08/2021 - Wednesday","4:15pm","5:15pm","Casual",-35.2972375,149.1906089,NA,FALSE,"yellow",2021-08-25,"Majura Park",25,34,3
"276",NA,"Grill'd Belconnen","301 Benjamin Way","Belconnen","25/08/2021 - Wednesday","7:40pm","8:10pm","Monitor",-35.2380489,149.0634587,NA,FALSE,"blue",2021-08-25,"Belconnen",25,34,21
"277",NA,"Jamison Plaza News","Jamison Plaza, Bowman Street","Macquarie","25/08/2021 - Wednesday","11:00am","11:40am","Monitor",-35.2528357,149.0717286,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"blue",2021-08-25,"Macquarie",25,34,5
"278",NA,"Optus Canberra Centre","Shop AG12B, Canberra Centre, 148 Bunda Street","Canberra City","25/08/2021 - Wednesday","2:40pm","3:30pm","Casual",-35.2802271,149.1332059,NA,FALSE,"yellow",2021-08-25,"Canberra City",25,34,21
"279",NA,"Petbarn Majura Park","15 Mustange Avenue","Majura Park","25/08/2021 - Wednesday","5:00pm","5:50pm","Monitor",-35.2949224,149.1906592,NA,FALSE,"blue",2021-08-25,"Majura Park",25,34,3
"280",NA,"Priceline Pharmacy Tuggeranong","Hyperdome Shopping Centre, 148 Anketell Street","Greenway","25/08/2021 - Wednesday","3:00pm","4:00pm","Monitor",-35.4159229,149.066643,NA,FALSE,"blue",2021-08-25,"Greenway",25,34,13
"281",NA,"The Chifley Grocer","20-22 Chifley Place","Chifley","25/08/2021 - Wednesday","11:40am","12:30pm","Monitor",-35.3525033,149.076082,NA,FALSE,"blue",2021-08-25,"Chifley",25,34,1
"282",NA,"Tikka Take","Shop 6/21 Genge Street","Canberra City","25/08/2021 - Wednesday","7:30pm","8:30pm","Monitor",-35.2763451,149.1321222,NA,FALSE,"blue",2021-08-25,"Canberra City",25,34,21
"283",NA,"Total Tools Fyshwick","103 Gladstone Street","Fyshwick","25/08/2021 - Wednesday","10:15am","11:10am","Monitor",-35.3221611,149.1807051,NA,FALSE,"blue",2021-08-25,"Fyshwick",25,34,19
"284",NA,"Universal Phone Services Canberra Centre","Shop AG14, Canberra Centre, 148 Bunda Street","Canberra City","25/08/2021 - Wednesday","2:50pm","3:45pm","Monitor",-35.2789692,149.1338786,NA,FALSE,"blue",2021-08-25,"Canberra City",25,34,21
"285",NA,"Wokitup! Kippax","118 Hardwick Crescent","Holt","25/08/2021 - Wednesday","6:50pm","7:30pm","Monitor",-35.2221293,149.0184444,NA,FALSE,"blue",2021-08-25,"Holt",25,34,15
"286",NA,"Woolworths Conder","Lanyon Marketplace, 4 Sidney Nolan Street","Conder","25/08/2021 - Wednesday","5:00pm","6:30pm","Casual",-35.457682,149.0924247,NA,FALSE,"yellow",2021-08-25,"Conder",25,34,14
"287","New","ALDI Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","24/08/2021 - Tuesday","10:20am","11:15am","Casual",-35.2802271,149.1332059,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"yellow",2021-08-24,"Canberra City",24,34,21
"288","New","Woolworths Kippax","Kippax Fair Shopping Centre, 26 Hardwick Crescent","Holt","24/08/2021 - Tuesday","4:20pm","5:15pm","Casual",-35.2218013,149.0193613,NA,FALSE,"yellow",2021-08-24,"Holt",24,34,15
"289",NA,"ALDI Amaroo","12 Pioneer Street","Amaroo","24/08/2021 - Tuesday","4:15pm","5:00pm","Monitor",-35.1652442,149.132407,NA,FALSE,"blue",2021-08-24,"Amaroo",24,34,4
"290",NA,"ALDI Amaroo","12 Pioneer Street","Amaroo","24/08/2021 - Tuesday","5:40pm","6:30pm","Monitor",-35.1652442,149.132357,NA,FALSE,"blue",2021-08-24,"Amaroo",24,34,4
"291",NA,"ALDI Casey","Casey Market Town, 15 Kingsland Parade","Casey","24/08/2021 - Tuesday","3:50pm","4:40pm","Monitor",-35.17447,149.0958699,NA,FALSE,"blue",2021-08-24,"Casey",24,34,10
"292",NA,"Bunnings Gungahlin","10 Gribble Street","Gungahlin","24/08/2021 - Tuesday","11:30am","12:45pm","Casual",-35.1838713,149.1303389,NA,FALSE,"yellow",2021-08-24,"Gungahlin",24,34,19
"293",NA,"Chemist Warehouse Gungahlin","30 Hibberson Street","Gungahlin","24/08/2021 - Tuesday","2:10pm","3:00pm","Monitor",-35.1856574,149.1328237,NA,FALSE,"blue",2021-08-24,"Gungahlin",24,34,19
"294",NA,"Chemist Warehouse Woden","24 Corinna Street","Woden","24/08/2021 - Tuesday","2:30pm","4:00pm","Monitor",-35.345342,149.0837802,NA,FALSE,"blue",2021-08-24,"Woden",24,34,2
"295",NA,"Coles Chisholm","42 Halley Street","Chisholm","24/08/2021 - Tuesday","5:20am","6:00pm","Casual",-35.4141067,149.1281919,NA,FALSE,"yellow",2021-08-24,"Chisholm",24,34,13
"296",NA,"Coles Gungahlin","Gungahlin Place","Gungahlin","24/08/2021 - Tuesday","2:40pm","3:30pm","Monitor",-35.1862806,149.136017,NA,FALSE,"blue",2021-08-24,"Gungahlin",24,34,19
"297",NA,"Evatt Newsagency","3 Heydon Place","Evatt","24/08/2021 - Tuesday","9:20am","10:00am","Monitor",-35.2090866,149.0734589,NA,FALSE,"blue",2021-08-24,"Evatt",24,34,1
"298",NA,"IGA Holt","Holt Place","Holt","24/08/2021 - Tuesday","1:40pm","3:30pm","Casual",-35.224764,149.0116196,NA,FALSE,"yellow",2021-08-24,"Holt",24,34,15
"299",NA,"KFC Dickson","81 Woolley Street","Dickson","24/08/2021 - Tuesday","9:40am","4:30pm","Casual",-35.2495219,149.1375476,NA,FALSE,"yellow",2021-08-24,"Dickson",24,34,14
"300",NA,"Master Kebabs","50 Denigan Street","Wanniassa","24/08/2021 - Tuesday","5:40pm","6:50pm","Casual",-35.4038975,149.0968017,NA,FALSE,"yellow",2021-08-24,"Wanniassa",24,34,10
"301",NA,"Mirchi Indian Cuisine","4 Riley Close","Ngunnawal","24/08/2021 - Tuesday","4:00pm","10:30pm","Close",-35.1744,149.120057,NA,FALSE,"red",2021-08-24,"Ngunnawal",24,34,2
"302",NA,"Priceline Pharmacy Casey","Casey Market Town, 15 Kingsland Parade","Casey","24/08/2021 - Tuesday","3:40pm","4:30pm","Monitor",-35.1741815,149.0958006,NA,FALSE,"blue",2021-08-24,"Casey",24,34,10
"303",NA,"Services Australia (Entire building, refer to Casual Contacts entry if attended Level 4)","57 Athllon Drive","Greenway","24/08/2021 - Tuesday","8:00am","2:00pm","Monitor",-35.421141,149.0654239,NA,FALSE,"blue",2021-08-24,"Greenway",24,34,13
"304",NA,"Services Australia (Level 4)","57 Athllon Drive","Greenway","24/08/2021 - Tuesday","8:00am","2:00pm","Casual",-35.4210739,149.0650384,NA,FALSE,"yellow",2021-08-24,"Greenway",24,34,13
"305",NA,"The Public Place","Chisholm Village Shopping Centre, 42 Halley Street","Chisholm","24/08/2021 - Tuesday","10:00am","10:40am","Monitor",-35.4140211,149.1284203,NA,FALSE,"blue",2021-08-24,"Chisholm",24,34,13
"306",NA,"Woolworths Gungahlin","30/33 Hibberson Street","Gungahlin","24/08/2021 - Tuesday","2:20pm","3:20pm","Casual",-35.1846274,149.1339141,NA,FALSE,"yellow",2021-08-24,"Gungahlin",24,34,19
"307",NA,"Woolworths Kippax","Kippax Fair Shopping Centre, 26 Hardwick Crescent","Holt","24/08/2021 - Tuesday","6:20pm","7:10pm","Monitor",-35.2218013,149.0193863,"<strong/>!Location has more than<br> one entry. Zoom in and search table!</strong/>",TRUE,"blue",2021-08-24,"Holt",24,34,15
"308","New","ALDI Canberra Centre","Canberra Centre, 148 Bunda Street","Canberra City","23/08/2021 - Monday","11:45am","12:30pm","Casual",-35.2802271,149.1331809,NA,FALSE,"yellow",2021-08-23,"Canberra City",23,34,21
"309",NA,"7-Eleven Casey","Casey Market Town, 10 Kingsland Parade","Casey","23/08/2021 - Monday","5:00pm","6:00pm","Monitor",-35.175773,149.0957326,NA,FALSE,"blue",2021-08-23,"Casey",23,34,10
"310",NA,"ALDI Casey","Casey Market Town, 15 Kingsland Parade","Casey","23/08/2021 - Monday","5:10pm","6:00pm","Monitor",-35.17447,149.0958449,NA,FALSE,"blue",2021-08-23,"Casey",23,34,10
"311",NA,"Belconnen Discount Pharmacy (Priceline)","1-5 Chandler Street","Belconnen","23/08/2021 - Monday","1:10pm","2:20pm","Casual",-35.2374413,149.0681461,NA,FALSE,"yellow",2021-08-23,"Belconnen",23,34,21
"312",NA,"Coles Chisholm","42 Halley Street","Chisholm","23/08/2021 - Monday","3:50am","6:00pm","Casual",-35.4141067,149.1281669,NA,FALSE,"yellow",2021-08-23,"Chisholm",23,34,13
"313",NA,"Coles Tuggeranong","Pitman Street","Greenway","23/08/2021 - Monday","10:10am","11:10am","Casual",-35.4175813,149.0669229,NA,FALSE,"yellow",2021-08-23,"Greenway",23,34,13
"314",NA,"Gerald Slaven Ford Phillip","29 Botany Street","Phillip","23/08/2021 - Monday","8:30am","9:30am","Casual",-35.3503316,149.087943,NA,FALSE,"yellow",2021-08-23,"Phillip",23,34,33
"315",NA,"KFC Dickson","81 Woolley Street","Dickson","23/08/2021 - Monday","10:45am","4:30pm","Casual",-35.2495219,149.1375976,NA,FALSE,"yellow",2021-08-23,"Dickson",23,34,14
"316",NA,"Liquorland Tuggeranong","Corner Northern Street and Western Street","Greenway","23/08/2021 - Monday","10:30am","11:15am","Monitor",-35.4170687,149.0675083,NA,FALSE,"blue",2021-08-23,"Greenway",23,34,13
"317",NA,"Mirchi Indian Cuisine","4 Riley Close","Ngunnawal","23/08/2021 - Monday","4:00pm","10:30pm","Close",-35.1744,149.120107,NA,FALSE,"red",2021-08-23,"Ngunnawal",23,34,2
"318",NA,"Priceline Pharmacy Casey","Casey Market Town, 15 Kingsland Parade","Casey","23/08/2021 - Monday","5:20pm","5:50pm","Monitor",-35.1741815,149.0958506,NA,FALSE,"blue",2021-08-23,"Casey",23,34,10
"319",NA,"Priceline Pharmacy Tuggeranong","148 Anketell Street","Greenway","23/08/2021 - Monday","10:00am","10:45am","Monitor",-35.4159229,149.066668,NA,FALSE,"blue",2021-08-23,"Greenway",23,34,13
"320",NA,"Samiuz","3/57 Benjamin Way","Belconnen","23/08/2021 - Monday","6:20pm","7:30pm","Monitor",-35.2424406,149.0678155,NA,FALSE,"blue",2021-08-23,"Belconnen",23,34,21
"321",NA,"Service Australia (Calypso Cafe)","57 Athllon Drive","Greenway","23/08/2021 - Monday","12:00pm","2:00pm","Casual",-35.421141,149.0655239,NA,FALSE,"yellow",2021-08-23,"Greenway",23,34,13
"322",NA,"Services Australia (Entire building, refer to Casual Contacts entry if attended Level 4)","57 Athllon Drive","Greenway","23/08/2021 - Monday","8:00am","5:00pm","Monitor",-35.421141,149.0654739,NA,FALSE,"blue",2021-08-23,"Greenway",23,34,13
"323",NA,"Services Australia (Level 4)","57 Athllon Drive","Greenway","23/08/2021 - Monday","8:00am","5:00pm","Casual",-35.4210739,149.0650884,NA,FALSE,"yellow",2021-08-23,"Greenway",23,34,13
